iter	Logloss
350	0.2933097704
351	0.2932844152
352	0.2932624132
353	0.2932508438
354	0.293240114
355	0.2932205671
356	0.2932061254
357	0.2931868456
358	0.2931692928
359	0.2931510043
360	0.2931375557
361	0.2931181189
362	0.2931040095
363	0.293082013
364	0.2930598655
365	0.2930455398
366	0.2930307002
367	0.29301223
368	0.2930015273
369	0.2929798288
370	0.2929544471
371	0.2929358238
372	0.2929211198
373	0.2928988898
374	0.2928848653
375	0.2928687494
376	0.2928565244
377	0.2928399327
378	0.2928323434
379	0.2928085603
380	0.2927891499
381	0.2927811398
382	0.2927569714
383	0.2927456
384	0.2927284388
385	0.2927146332
386	0.2927009573
387	0.2926924824
388	0.2926755415
389	0.2926640162
390	0.292650007
391	0.2926336486
392	0.2926165658
393	0.2925962009
394	0.2925832294
395	0.2925717727
396	0.2925545142
397	0.2925461011
398	0.292531422
399	0.2925196624
400	0.2925073329
401	0.2924949091
402	0.2924788707
403	0.2924695286
404	0.292463364
405	0.2924458276
406	0.2924317016
407	0.2924151615
408	0.2924060665
409	0.2923980465
410	0.2923902166
411	0.2923809139
412	0.2923636963
413	0.2923504337
414	0.2923414324
415	0.2923267636
416	0.2923138774
417	0.2923007297
418	0.2922884987
419	0.2922670887
420	0.2922500527
421	0.2922406524
422	0.2922314929
423	0.2922232509
424	0.2922119708
425	0.2922039659
426	0.2921909195
427	0.2921778737
428	0.2921609601
429	0.2921495545
430	0.2921320208
431	0.2921110947
432	0.2920917978
433	0.2920800151
434	0.2920695749
435	0.2920644515
436	0.292053477
437	0.2920415849
438	0.2920303354
439	0.2920186845
440	0.292008769
441	0.291990107
442	0.2919799415
443	0.2919672378
444	0.2919551509
445	0.2919481391
446	0.2919323917
447	0.2919177791
448	0.2919069009
449	0.2918972575
450	0.2918810546
451	0.2918713345
452	0.2918595546
453	0.2918392202
454	0.2918196245
455	0.291805295
456	0.2917940007
457	0.2917826755
458	0.2917716895
459	0.2917593705
460	0.2917536555
461	0.2917435622
462	0.2917360399
463	0.2917223963
464	0.291719115
465	0.291710182
466	0.291700992
467	0.2916912676
468	0.2916861288
469	0.291675755
470	0.2916729178
471	0.291662003
472	0.2916490322
473	0.2916387831
474	0.2916315142
475	0.2916209065
476	0.2916044927
477	0.2915862644
478	0.2915716973
479	0.2915587607
480	0.2915481538
481	0.2915343614
482	0.2915167439
483	0.291500945
484	0.2914926923
485	0.2914818148
486	0.2914763499
487	0.2914685652
488	0.2914552795
489	0.2914397488
490	0.2914239174
491	0.2914047955
492	0.2913827002
493	0.2913739713
494	0.2913605691
495	0.2913458487
496	0.291337196
497	0.2913356886
498	0.2913255758
499	0.2913136119
